Timestamp,EDA
1970-01-01 00:00:00.0,0.196792562
1970-01-01 00:00:00.1,0.196551973
1970-01-01 00:00:00.2,0.196324344
1970-01-01 00:00:00.3,0.196106143
1970-01-01 00:00:00.4,0.195913071
1970-01-01 00:00:00.5,0.195730217
1970-01-01 00:00:00.6,0.195531586
1970-01-01 00:00:00.7,0.195274958
1970-01-01 00:00:00.8,0.19496841
1970-01-01 00:00:00.9,0.194667571
1970-01-01 00:00:01.0,0.194411094
1970-01-01 00:00:01.1,0.194169266
1970-01-01 00:00:01.2,0.193944642
1970-01-01 00:00:01.3,0.193758407
1970-01-01 00:00:01.4,0.193577355
1970-01-01 00:00:01.5,0.19338988
1970-01-01 00:00:01.6,0.193186855
1970-01-01 00:00:01.7,0.192884851
1970-01-01 00:00:01.8,0.192624167
1970-01-01 00:00:01.9,0.192367915
1970-01-01 00:00:02.0,0.192156062
1970-01-01 00:00:02.1,0.191942181
1970-01-01 00:00:02.2,0.191750199
1970-01-01 00:00:02.3,0.191586088
1970-01-01 00:00:02.4,0.191423479
1970-01-01 00:00:02.5,0.191236906
1970-01-01 00:00:02.6,0.19099335
1970-01-01 00:00:02.7,0.190791639
1970-01-01 00:00:02.8,0.190599394
1970-01-01 00:00:02.9,0.190412332
1970-01-01 00:00:03.0,0.190269895
1970-01-01 00:00:03.1,0.190101502
1970-01-01 00:00:03.2,0.189901631
1970-01-01 00:00:03.3,0.18973538
1970-01-01 00:00:03.4,0.189592905
1970-01-01 00:00:03.5,0.189395138
1970-01-01 00:00:03.6,0.189151019
1970-01-01 00:00:03.7,0.188965009
1970-01-01 00:00:03.8,0.188716119
1970-01-01 00:00:03.9,0.188524062
1970-01-01 00:00:04.0,0.188340906
1970-01-01 00:00:04.1,0.188154821
1970-01-01 00:00:04.2,0.187993302
1970-01-01 00:00:04.3,0.187818486
1970-01-01 00:00:04.4,0.187687843
1970-01-01 00:00:04.5,0.187545819
1970-01-01 00:00:04.6,0.187421224
1970-01-01 00:00:04.7,0.187233374
1970-01-01 00:00:04.8,0.187032376
1970-01-01 00:00:04.9,0.186858086
1970-01-01 00:00:05.0,0.186702652
1970-01-01 00:00:05.1,0.186541884
1970-01-01 00:00:05.2,0.186376158
1970-01-01 00:00:05.3,0.186233157
1970-01-01 00:00:05.4,0.186060708
1970-01-01 00:00:05.5,0.185898137
1970-01-01 00:00:05.6,0.185731885
1970-01-01 00:00:05.7,0.185523037
1970-01-01 00:00:05.8,0.185290036
1970-01-01 00:00:05.9,0.185072662
1970-01-01 00:00:06.0,0.184857503
1970-01-01 00:00:06.1,0.184655867
1970-01-01 00:00:06.2,0.184482892
1970-01-01 00:00:06.3,0.184291585
1970-01-01 00:00:06.4,0.184113351
1970-01-01 00:00:06.5,0.183986465
1970-01-01 00:00:06.6,0.183890492
1970-01-01 00:00:06.7,0.183790951
1970-01-01 00:00:06.8,0.183693101
1970-01-01 00:00:06.9,0.183636945
1970-01-01 00:00:07.0,0.183644007
1970-01-01 00:00:07.1,0.183691185
1970-01-01 00:00:07.2,0.183749895
1970-01-01 00:00:07.3,0.183840196
1970-01-01 00:00:07.4,0.183943681
1970-01-01 00:00:07.5,0.184026431
1970-01-01 00:00:07.6,0.184120338
1970-01-01 00:00:07.7,0.184193735
1970-01-01 00:00:07.8,0.184222508
1970-01-01 00:00:07.9,0.184149787
1970-01-01 00:00:08.0,0.184088184
1970-01-01 00:00:08.1,0.184006523
1970-01-01 00:00:08.2,0.183945521
1970-01-01 00:00:08.3,0.183874002
1970-01-01 00:00:08.4,0.183787683
1970-01-01 00:00:08.5,0.183675634
1970-01-01 00:00:08.6,0.183555547
1970-01-01 00:00:08.7,0.183401014
1970-01-01 00:00:08.8,0.183258652
1970-01-01 00:00:08.9,0.183033051
1970-01-01 00:00:09.0,0.182739462
1970-01-01 00:00:09.1,0.18247551
1970-01-01 00:00:09.2,0.182225568
1970-01-01 00:00:09.3,0.181959287
1970-01-01 00:00:09.4,0.181743753
1970-01-01 00:00:09.5,0.181526642
1970-01-01 00:00:09.6,0.181313812
1970-01-01 00:00:09.7,0.181085544
1970-01-01 00:00:09.8,0.180892698
1970-01-01 00:00:09.9,0.180698837
1970-01-01 00:00:10.0,0.180409981
1970-01-01 00:00:10.1,0.180141146
1970-01-01 00:00:10.2,0.179878321
1970-01-01 00:00:10.3,0.179605391
1970-01-01 00:00:10.4,0.179333588
1970-01-01 00:00:10.5,0.179116852
1970-01-01 00:00:10.6,0.178880959
1970-01-01 00:00:10.7,0.17867136
1970-01-01 00:00:10.8,0.178467433
1970-01-01 00:00:10.9,0.178254265
1970-01-01 00:00:11.0,0.178018823
1970-01-01 00:00:11.1,0.177786198
1970-01-01 00:00:11.2,0.177533927
1970-01-01 00:00:11.3,0.177260847
1970-01-01 00:00:11.4,0.177057972
1970-01-01 00:00:11.5,0.176844729
1970-01-01 00:00:11.6,0.176621758
1970-01-01 00:00:11.7,0.176458586
1970-01-01 00:00:11.8,0.176249663
1970-01-01 00:00:11.9,0.176016888
1970-01-01 00:00:12.0,0.175787906
1970-01-01 00:00:12.1,0.175558587
1970-01-01 00:00:12.2,0.175305227
1970-01-01 00:00:12.3,0.175070123
1970-01-01 00:00:12.4,0.174866083
1970-01-01 00:00:12.5,0.17464683
1970-01-01 00:00:12.6,0.174435278
1970-01-01 00:00:12.7,0.174245136
1970-01-01 00:00:12.8,0.174070808
1970-01-01 00:00:12.9,0.173888291
1970-01-01 00:00:13.0,0.173635458
1970-01-01 00:00:13.1,0.173398663
1970-01-01 00:00:13.2,0.173142186
1970-01-01 00:00:13.3,0.172921055
1970-01-01 00:00:13.4,0.172685876
1970-01-01 00:00:13.5,0.172478718
1970-01-01 00:00:13.6,0.172283618
1970-01-01 00:00:13.7,0.172080705
1970-01-01 00:00:13.8,0.171892216
1970-01-01 00:00:13.9,0.171688439
1970-01-01 00:00:14.0,0.171516515
1970-01-01 00:00:14.1,0.171284303
1970-01-01 00:00:14.2,0.171068995
1970-01-01 00:00:14.3,0.17085594
1970-01-01 00:00:14.4,0.170654717
1970-01-01 00:00:14.5,0.170440235
1970-01-01 00:00:14.6,0.17023796
1970-01-01 00:00:14.7,0.17003392
1970-01-01 00:00:14.8,0.169828265
1970-01-01 00:00:14.9,0.169630723
1970-01-01 00:00:15.0,0.169444714
1970-01-01 00:00:15.1,0.1692868
1970-01-01 00:00:15.2,0.16904625
1970-01-01 00:00:15.3,0.168805624
1970-01-01 00:00:15.4,0.168622281
1970-01-01 00:00:15.5,0.16838774
1970-01-01 00:00:15.6,0.168184151
1970-01-01 00:00:15.7,0.167990929
1970-01-01 00:00:15.8,0.167794402
1970-01-01 00:00:15.9,0.167607753
1970-01-01 00:00:16.0,0.167437895
1970-01-01 00:00:16.1,0.167234456
1970-01-01 00:00:16.2,0.167023129
1970-01-01 00:00:16.3,0.166800721
1970-01-01 00:00:16.4,0.16656419
1970-01-01 00:00:16.5,0.166380697
1970-01-01 00:00:16.6,0.166190743
1970-01-01 00:00:16.7,0.165977913
1970-01-01 00:00:16.8,0.165751486
1970-01-01 00:00:16.9,0.165567692
1970-01-01 00:00:17.0,0.165389232
1970-01-01 00:00:17.1,0.165154842
1970-01-01 00:00:17.2,0.164950839
1970-01-01 00:00:17.3,0.164732225
1970-01-01 00:00:17.4,0.164495994
1970-01-01 00:00:17.5,0.164313064
1970-01-01 00:00:17.6,0.164096892
1970-01-01 00:00:17.7,0.163887556
1970-01-01 00:00:17.8,0.163733887
1970-01-01 00:00:17.9,0.163573908
1970-01-01 00:00:18.0,0.163379822
1970-01-01 00:00:18.1,0.163172251
1970-01-01 00:00:18.2,0.163036951
1970-01-01 00:00:18.3,0.162939964
1970-01-01 00:00:18.4,0.162903754
1970-01-01 00:00:18.5,0.162934443
1970-01-01 00:00:18.6,0.163003032
1970-01-01 00:00:18.7,0.16313683
1970-01-01 00:00:18.8,0.163294405
1970-01-01 00:00:18.9,0.163452355
1970-01-01 00:00:19.0,0.163640995
1970-01-01 00:00:19.1,0.163823286
1970-01-01 00:00:19.2,0.163988298
1970-01-01 00:00:19.3,0.164177088
1970-01-01 00:00:19.4,0.164380865
1970-01-01 00:00:19.5,0.16455647
1970-01-01 00:00:19.6,0.16473955
1970-01-01 00:00:19.7,0.16493003
1970-01-01 00:00:19.8,0.165090046
1970-01-01 00:00:19.9,0.16527662
1970-01-01 00:00:20.0,0.165541173
1970-01-01 00:00:20.1,0.1658425
1970-01-01 00:00:20.2,0.1662102
1970-01-01 00:00:20.3,0.166660801
1970-01-01 00:00:20.4,0.167152232
1970-01-01 00:00:20.5,0.167674539
1970-01-01 00:00:20.6,0.168256459
1970-01-01 00:00:20.7,0.169035995
1970-01-01 00:00:20.8,0.169779434
1970-01-01 00:00:20.9,0.170352075
1970-01-01 00:00:21.0,0.170945827
1970-01-01 00:00:21.1,0.1714474
1970-01-01 00:00:21.2,0.171866861
1970-01-01 00:00:21.3,0.172295713
1970-01-01 00:00:21.4,0.172650229
1970-01-01 00:00:21.5,0.172911101
1970-01-01 00:00:21.6,0.17317464
1970-01-01 00:00:21.7,0.173387995
1970-01-01 00:00:21.8,0.17355883
1970-01-01 00:00:21.9,0.173638688
1970-01-01 00:00:22.0,0.173561234
1970-01-01 00:00:22.1,0.173487236
1970-01-01 00:00:22.2,0.173402307
1970-01-01 00:00:22.3,0.173289694
1970-01-01 00:00:22.4,0.173198304
1970-01-01 00:00:22.5,0.173095721
1970-01-01 00:00:22.6,0.172979089
1970-01-01 00:00:22.7,0.172915571
1970-01-01 00:00:22.8,0.172813025
1970-01-01 00:00:22.9,0.172625475
1970-01-01 00:00:23.0,0.172419069
1970-01-01 00:00:23.1,0.172108276
1970-01-01 00:00:23.2,0.171709699
1970-01-01 00:00:23.3,0.171427567
1970-01-01 00:00:23.4,0.171131837
1970-01-01 00:00:23.5,0.170865856
1970-01-01 00:00:23.6,0.170593302
1970-01-01 00:00:23.7,0.170363644
1970-01-01 00:00:23.8,0.170111074
1970-01-01 00:00:23.9,0.169876345
1970-01-01 00:00:24.0,0.1696764
1970-01-01 00:00:24.1,0.169426045
1970-01-01 00:00:24.2,0.169096283
1970-01-01 00:00:24.3,0.168864297
1970-01-01 00:00:24.4,0.168791801
1970-01-01 00:00:24.5,0.168639109
1970-01-01 00:00:24.6,0.168434055
1970-01-01 00:00:24.7,0.168249097
1970-01-01 00:00:24.8,0.168048437
1970-01-01 00:00:24.9,0.167829448
1970-01-01 00:00:25.0,0.167644339
1970-01-01 00:00:25.1,0.167417799
1970-01-01 00:00:25.2,0.167108772
1970-01-01 00:00:25.3,0.166840049
1970-01-01 00:00:25.4,0.166601978
1970-01-01 00:00:25.5,0.166354628
1970-01-01 00:00:25.6,0.166163247
1970-01-01 00:00:25.7,0.165963902
1970-01-01 00:00:25.8,0.165770981
1970-01-01 00:00:25.9,0.165620956
1970-01-01 00:00:26.0,0.165493431
1970-01-01 00:00:26.1,0.165374733
1970-01-01 00:00:26.2,0.165211899
1970-01-01 00:00:26.3,0.165034303
1970-01-01 00:00:26.4,0.16487639
1970-01-01 00:00:26.5,0.164704579
1970-01-01 00:00:26.6,0.164538064
1970-01-01 00:00:26.7,0.164391382
1970-01-01 00:00:26.8,0.164227121
1970-01-01 00:00:26.9,0.164074692
1970-01-01 00:00:27.0,0.163938528
1970-01-01 00:00:27.1,0.163769121
1970-01-01 00:00:27.2,0.163589421
1970-01-01 00:00:27.3,0.163396387
1970-01-01 00:00:27.4,0.163202264
1970-01-01 00:00:27.5,0.163028837
1970-01-01 00:00:27.6,0.16285451
1970-01-01 00:00:27.7,0.162681121
1970-01-01 00:00:27.8,0.162479785
1970-01-01 00:00:27.9,0.162298433
1970-01-01 00:00:28.0,0.162117269
1970-01-01 00:00:28.1,0.161901171
1970-01-01 00:00:28.2,0.161725191
1970-01-01 00:00:28.3,0.161503759
1970-01-01 00:00:28.4,0.161281952
1970-01-01 00:00:28.5,0.16111093
1970-01-01 00:00:28.6,0.160932733
1970-01-01 00:00:28.7,0.160716786
1970-01-01 00:00:28.8,0.160530325
1970-01-01 00:00:28.9,0.160319824
1970-01-01 00:00:29.0,0.160123485
1970-01-01 00:00:29.1,0.159918844
1970-01-01 00:00:29.2,0.159738431
1970-01-01 00:00:29.3,0.159533264
1970-01-01 00:00:29.4,0.159360927
1970-01-01 00:00:29.5,0.159176682
1970-01-01 00:00:29.6,0.158974708
1970-01-01 00:00:29.7,0.158756921
1970-01-01 00:00:29.8,0.15856892
1970-01-01 00:00:29.9,0.158366758
1970-01-01 00:00:30.0,0.158158887
1970-01-01 00:00:30.1,0.157944029
1970-01-01 00:00:30.2,0.157741679
1970-01-01 00:00:30.3,0.157544664
1970-01-01 00:00:30.4,0.15735963
1970-01-01 00:00:30.5,0.157177301
1970-01-01 00:00:30.6,0.156991367
1970-01-01 00:00:30.7,0.156795741
1970-01-01 00:00:30.8,0.156612586
1970-01-01 00:00:30.9,0.15643638
1970-01-01 00:00:31.0,0.156248942
1970-01-01 00:00:31.1,0.156068154
1970-01-01 00:00:31.2,0.155873504
1970-01-01 00:00:31.3,0.15570714
1970-01-01 00:00:31.4,0.15557075
1970-01-01 00:00:31.5,0.155395333
1970-01-01 00:00:31.6,0.155208947
1970-01-01 00:00:31.7,0.155020421
1970-01-01 00:00:31.8,0.15482626
1970-01-01 00:00:31.9,0.154664327
1970-01-01 00:00:32.0,0.15446179
1970-01-01 00:00:32.1,0.154305718
1970-01-01 00:00:32.2,0.154120309
1970-01-01 00:00:32.3,0.153906653
1970-01-01 00:00:32.4,0.153777137
1970-01-01 00:00:32.5,0.153629666
1970-01-01 00:00:32.6,0.153451807
1970-01-01 00:00:32.7,0.153303135
1970-01-01 00:00:32.8,0.153136244
1970-01-01 00:00:32.9,0.152905685
1970-01-01 00:00:33.0,0.15265071
1970-01-01 00:00:33.1,0.152550756
1970-01-01 00:00:33.2,0.152446032
1970-01-01 00:00:33.3,0.152281921
1970-01-01 00:00:33.4,0.152155598
1970-01-01 00:00:33.5,0.152062293
1970-01-01 00:00:33.6,0.151875081
1970-01-01 00:00:33.7,0.151729789
1970-01-01 00:00:33.8,0.151602527
1970-01-01 00:00:33.9,0.151450473
1970-01-01 00:00:34.0,0.151348078
1970-01-01 00:00:34.1,0.151231108
1970-01-01 00:00:34.2,0.151089534
1970-01-01 00:00:34.3,0.150959568
1970-01-01 00:00:34.4,0.150795457
1970-01-01 00:00:34.5,0.150640324
1970-01-01 00:00:34.6,0.150499502
1970-01-01 00:00:34.7,0.150322882
1970-01-01 00:00:34.8,0.150267477
1970-01-01 00:00:34.9,0.150235624
1970-01-01 00:00:35.0,0.150138563
1970-01-01 00:00:35.1,0.149973888
1970-01-01 00:00:35.2,0.149773567
1970-01-01 00:00:35.3,0.14959969
1970-01-01 00:00:35.4,0.149426113
1970-01-01 00:00:35.5,0.14921227
1970-01-01 00:00:35.6,0.149023442
1970-01-01 00:00:35.7,0.148835968
